주상병명	진료년도	연령	진료인원(명)
수면장애	2018	80대 이상	153
수면장애	2018	20대	190
수면장애	2018	30대	408
수면장애	2018	40대	500
수면장애	2018	50대	602
수면장애	2018	60대	528
수면장애	2018	70대	401
수면장애	2018	80대 이상	219
수면장애	2018	20대	122
수면장애	2018	30대	229
수면장애	2018	40대	320
수면장애	2018	50대	470
수면장애	2018	60대	459
수면장애	2018	70대	409
수면장애	2018	80대 이상	217
수면장애	2018	20대	251
수면장애	2018	30대	457
수면장애	2018	40대	551
수면장애	2018	50대	820
수면장애	2018	60대	748
수면장애	2018	70대	605
수면장애	2018	80대 이상	320
수면장애	2018	20대	236
수면장애	2018	30대	480
수면장애	2018	40대	632
수면장애	2018	50대	676
수면장애	2018	60대	409
수면장애	2018	70대	314
수면장애	2018	80대 이상	138
수면장애	2018	20대	106
수면장애	2018	30대	204
수면장애	2018	40대	312
수면장애	2018	50대	503
수면장애	2018	60대	586
수면장애	2018	70대	534
수면장애	2018	80대 이상	267
수면장애	2018	20대	130
수면장애	2018	30대	210
수면장애	2018	40대	363
수면장애	2018	50대	538
수면장애	2018	60대	615
수면장애	2018	70대	572
수면장애	2018	80대 이상	374
수면장애	2018	20대	323
수면장애	2018	30대	518
수면장애	2018	40대	714
수면장애	2018	50대	1080
수면장애	2018	60대	915
수면장애	2018	70대	695
수면장애	2018	80대 이상	505
수면장애	2018	20대	240
수면장애	2018	30대	408
수면장애	2018	40대	541
수면장애	2018	50대	867
수면장애	2018	60대	641
수면장애	2018	70대	348
수면장애	2018	80대 이상	289
수면장애	2018	20대	104
수면장애	2018	30대	137
수면장애	2018	40대	244
수면장애	2018	50대	382
수면장애	2018	60대	371
수면장애	2018	70대	257
수면장애	2018	80대 이상	138
수면장애	2018	20대	100
수면장애	2018	30대	187
수면장애	2018	40대	284
수면장애	2018	50대	449
수면장애	2018	60대	426
수면장애	2018	70대	297
수면장애	2018	80대 이상	142
수면장애	2018	20대	158
수면장애	2018	30대	292
수면장애	2018	40대	477
수면장애	2018	50대	707
수면장애	2018	60대	572
수면장애	2018	70대	311
수면장애	2018	80대 이상	147
수면장애	2018	20대	66
수면장애	2018	30대	179
수면장애	2018	40대	255
수면장애	2018	50대	324
수면장애	2018	60대	293
수면장애	2018	70대	161
수면장애	2018	80대 이상	71
수면장애	2018	20대	100
수면장애	2018	30대	197
수면장애	2018	40대	265
수면장애	2018	50대	418
수면장애	2018	60대	262
수면장애	2018	70대	139
수면장애	2018	80대 이상	78
수면장애	2018	20대	107
수면장애	2018	30대	164
수면장애	2018	40대	307
수면장애	2018	50대	454
수면장애	2018	60대	360
수면장애	2018	70대	291
수면장애	2018	80대 이상	178
수면장애	2018	20대	145
수면장애	2018	30대	423
수면장애	2018	40대	523
수면장애	2018	50대	553
수면장애	2018	60대	526
수면장애	2018	70대	388
수면장애	2018	80대 이상	282
수면장애	2018	20대	208
수면장애	2018	30대	255
수면장애	2018	40대	483
수면장애	2018	50대	725
수면장애	2018	60대	571
수면장애	2018	70대	488
수면장애	2018	80대 이상	344
수면장애	2018	20대	286
수면장애	2018	30대	595
수면장애	2018	40대	715
수면장애	2018	50대	1063
수면장애	2018	60대	817
수면장애	2018	70대	555
수면장애	2018	80대 이상	346
수면장애	2018	20대	176
수면장애	2018	30대	318
수면장애	2018	40대	371
수면장애	2018	50대	514
수면장애	2018	60대	498
수면장애	2018	70대	354
수면장애	2018	80대 이상	212
수면장애	2018	20대	292
수면장애	2018	30대	511
수면장애	2018	40대	715
수면장애	2018	50대	848
수면장애	2018	60대	511
수면장애	2018	70대	359
수면장애	2018	80대 이상	223
수면장애	2018	20대	176
수면장애	2018	30대	354
수면장애	2018	40대	458
수면장애	2018	50대	678
수면장애	2018	60대	710
수면장애	2018	70대	551
수면장애	2018	80대 이상	231
수면장애	2018	20대	185
수면장애	2018	30대	330
수면장애	2018	40대	391
수면장애	2018	50대	621
수면장애	2018	60대	652
수면장애	2018	70대	495
수면장애	2018	80대 이상	232
수면장애	2018	20대	347
수면장애	2018	30대	724
수면장애	2018	40대	1139
수면장애	2018	50대	1626
수면장애	2018	60대	1463
수면장애	2018	70대	1308
수면장애	2018	80대 이상	952
수면장애	2018	20대	257
수면장애	2018	30대	485
수면장애	2018	40대	711
수면장애	2018	50대	1028
수면장애	2018	60대	935
수면장애	2018	70대	946
수면장애	2018	80대 이상	488
수면장애	2018	20대	145
수면장애	2018	30대	233
수면장애	2018	40대	345
수면장애	2018	50대	609
수면장애	2018	60대	593
수면장애	2018	70대	504
수면장애	2018	80대 이상	283
수면장애	2018	20대	199
수면장애	2018	30대	304
수면장애	2018	40대	437
수면장애	2018	50대	748
수면장애	2018	60대	556
수면장애	2018	70대	413
수면장애	2018	80대 이상	324
수면장애	2018	20대	543
수면장애	2018	30대	924
수면장애	2018	40대	1290
수면장애	2018	50대	2003
수면장애	2018	60대	1775
수면장애	2018	70대	1110
수면장애	2018	80대 이상	780
수면장애	2018	60대	0
수면장애	2018	50대	0
수면장애	2018	30대	0
수면장애	2018	50대	0
수면장애	2018	20대	163
수면장애	2018	30대	315
수면장애	2018	40대	445
수면장애	2018	50대	677
수면장애	2018	60대	633
수면장애	2018	70대	477
수면장애	2018	80대 이상	292
수면장애	2018	20대	271
수면장애	2018	30대	598
수면장애	2018	40대	862
수면장애	2018	50대	1186
수면장애	2018	60대	918
수면장애	2018	70대	807
수면장애	2018	80대 이상	525
수면장애	2018	20대	45
수면장애	2018	30대	113
수면장애	2018	40대	184
수면장애	2018	50대	226
수면장애	2018	60대	233
수면장애	2018	70대	236
수면장애	2018	80대 이상	120
수면장애	2018	20대	0
수면장애	2018	30대	0
수면장애	2018	40대	0
수면장애	2018	50대	12
수면장애	2018	60대	10
수면장애	2018	70대	0
수면장애	2018	20대	259
수면장애	2018	30대	453
수면장애	2018	40대	677
수면장애	2018	50대	966
수면장애	2018	60대	698
수면장애	2018	70대	583
수면장애	2018	80대 이상	340
수면장애	2018	20대	195
수면장애	2018	30대	408
수면장애	2018	40대	622
수면장애	2018	50대	955
수면장애	2018	60대	671
수면장애	2018	70대	336
수면장애	2018	80대 이상	185
수면장애	2018	20대	257
수면장애	2018	30대	455
수면장애	2018	40대	753
수면장애	2018	50대	1119
수면장애	2018	60대	915
수면장애	2018	70대	952
수면장애	2018	80대 이상	578
수면장애	2018	70대	0
수면장애	2018	20대	261
수면장애	2018	30대	419
수면장애	2018	40대	635
수면장애	2018	50대	903
수면장애	2018	60대	582
수면장애	2018	70대	554
수면장애	2018	80대 이상	373
수면장애	2018	20대	199
수면장애	2018	30대	303
수면장애	2018	40대	624
수면장애	2018	50대	839
수면장애	2018	60대	589
수면장애	2018	70대	608
수면장애	2018	80대 이상	467
수면장애	2018	20대	34
수면장애	2018	30대	69
수면장애	2018	40대	108
수면장애	2018	50대	143
수면장애	2018	60대	145
수면장애	2018	70대	124
수면장애	2018	80대 이상	110
수면장애	2018	20대	145
수면장애	2018	30대	250
수면장애	2018	40대	362
수면장애	2018	50대	510
수면장애	2018	60대	438
수면장애	2018	70대	309
수면장애	2018	80대 이상	168
수면장애	2018	20대	366
수면장애	2018	30대	837
수면장애	2018	40대	1214
수면장애	2018	50대	1561
수면장애	2018	60대	1485
수면장애	2018	70대	1181
수면장애	2018	80대 이상	749
수면장애	2018	20대	136
수면장애	2018	30대	319
수면장애	2018	40대	385
수면장애	2018	50대	465
수면장애	2018	60대	348
수면장애	2018	70대	284
수면장애	2018	80대 이상	131
수면장애	2018	20대	270
수면장애	2018	30대	554
수면장애	2018	40대	793
수면장애	2018	50대	1035
수면장애	2018	60대	742
수면장애	2018	70대	512
수면장애	2018	80대 이상	299
수면장애	2018	20대	173
수면장애	2018	30대	306
수면장애	2018	40대	423
수면장애	2018	50대	746
수면장애	2018	60대	697
수면장애	2018	70대	563
수면장애	2018	80대 이상	424
수면장애	2018	20대	105
수면장애	2018	30대	147
수면장애	2018	40대	216
수면장애	2018	50대	465
수면장애	2018	60대	377
수면장애	2018	70대	338
수면장애	2018	80대 이상	198
수면장애	2018	20대	153
수면장애	2018	30대	365
수면장애	2018	40대	408
수면장애	2018	50대	617
수면장애	2018	60대	661
수면장애	2018	70대	389
수면장애	2018	80대 이상	196
수면장애	2018	70대	0
수면장애	2018	20대	164
수면장애	2018	30대	328
수면장애	2018	40대	451
수면장애	2018	50대	682
수면장애	2018	60대	644
수면장애	2018	70대	512
수면장애	2018	80대 이상	324
수면장애	2018	20대	278
수면장애	2018	30대	499
수면장애	2018	40대	915
수면장애	2018	50대	1121
수면장애	2018	60대	1089
수면장애	2018	70대	1210
수면장애	2018	80대 이상	692
수면장애	2018	20대	230
수면장애	2018	30대	407
수면장애	2018	40대	872
수면장애	2018	50대	1062
수면장애	2018	60대	1174
수면장애	2018	70대	1387
수면장애	2018	80대 이상	685
수면장애	2018	20대	266
수면장애	2018	30대	560
수면장애	2018	40대	837
수면장애	2018	50대	1030
수면장애	2018	60대	930
수면장애	2018	70대	886
수면장애	2018	80대 이상	550
수면장애	2018	20대	124
수면장애	2018	30대	281
수면장애	2018	40대	370
수면장애	2018	50대	486
수면장애	2018	60대	444
수면장애	2018	70대	371
수면장애	2018	80대 이상	234
수면장애	2018	20대	81
수면장애	2018	30대	201
수면장애	2018	40대	269
수면장애	2018	50대	413
수면장애	2018	60대	376
수면장애	2018	70대	357
수면장애	2018	80대 이상	223
수면장애	2018	20대	198
수면장애	2018	30대	474
수면장애	2018	40대	662
수면장애	2018	50대	796
수면장애	2018	60대	729
수면장애	2018	70대	640
수면장애	2018	80대 이상	359
수면장애	2018	20대	416
수면장애	2018	30대	1060
수면장애	2018	40대	1424
수면장애	2018	50대	1611
수면장애	2018	60대	1329
수면장애	2018	70대	998
수면장애	2018	80대 이상	530
수면장애	2018	20대	203
수면장애	2018	30대	515
수면장애	2018	40대	689
수면장애	2018	50대	1005
수면장애	2018	60대	1018
수면장애	2018	70대	783
수면장애	2018	80대 이상	386
수면장애	2018	20대	102
수면장애	2018	30대	238
수면장애	2018	40대	355
수면장애	2018	50대	439
수면장애	2018	60대	436
수면장애	2018	70대	376
수면장애	2018	80대 이상	233
수면장애	2018	20대	91
수면장애	2018	30대	173
수면장애	2018	40대	222
수면장애	2018	50대	395
수면장애	2018	60대	343
수면장애	2018	70대	251
수면장애	2018	80대 이상	191
수면장애	2018	20대	46
수면장애	2018	30대	120
수면장애	2018	40대	172
수면장애	2018	50대	289
수면장애	2018	60대	296
수면장애	2018	70대	307
수면장애	2018	80대 이상	189
수면장애	2018	30대	0
수면장애	2018	60대	0
수면장애	2018	20대	25
수면장애	2018	30대	33
수면장애	2018	40대	47
수면장애	2018	50대	85
수면장애	2018	60대	97
수면장애	2018	70대	113
수면장애	2018	80대 이상	81
수면장애	2018	20대	46
수면장애	2018	30대	66
수면장애	2018	40대	108
수면장애	2018	50대	211
수면장애	2018	60대	258
수면장애	2018	70대	232
수면장애	2018	80대 이상	166
수면장애	2018	20대	47
수면장애	2018	30대	96
수면장애	2018	40대	160
수면장애	2018	50대	311
수면장애	2018	60대	380
수면장애	2018	70대	351
수면장애	2018	80대 이상	201
수면장애	2018	20대	165
수면장애	2018	30대	320
수면장애	2018	40대	480
수면장애	2018	50대	668
수면장애	2018	60대	622
수면장애	2018	70대	575
수면장애	2018	80대 이상	426
수면장애	2018	20대	203
수면장애	2018	30대	378
수면장애	2018	40대	483
수면장애	2018	50대	660
수면장애	2018	60대	528
수면장애	2018	70대	414
수면장애	2018	80대 이상	296
수면장애	2018	20대	88
수면장애	2018	30대	167
수면장애	2018	40대	222
수면장애	2018	50대	398
수면장애	2018	60대	426
수면장애	2018	70대	385
수면장애	2018	80대 이상	247
수면장애	2018	20대	32
수면장애	2018	30대	79
수면장애	2018	40대	124
수면장애	2018	50대	187
수면장애	2018	60대	166
수면장애	2018	70대	172
수면장애	2018	80대 이상	78
수면장애	2018	20대	16
수면장애	2018	30대	48
수면장애	2018	40대	60
수면장애	2018	50대	100
수면장애	2018	60대	124
수면장애	2018	70대	103
수면장애	2018	80대 이상	29
수면장애	2018	20대	37
수면장애	2018	30대	66
수면장애	2018	40대	118
수면장애	2018	50대	173
수면장애	2018	60대	171
수면장애	2018	70대	139
수면장애	2018	80대 이상	80
수면장애	2018	20대	35
수면장애	2018	30대	44
수면장애	2018	40대	81
수면장애	2018	50대	158
수면장애	2018	60대	145
수면장애	2018	70대	160
수면장애	2018	80대 이상	96
수면장애	2018	20대	27
수면장애	2018	30대	44
수면장애	2018	40대	87
수면장애	2018	50대	143
수면장애	2018	60대	174
수면장애	2018	70대	163
수면장애	2018	80대 이상	137
수면장애	2018	20대	19
수면장애	2018	30대	23
수면장애	2018	40대	42
수면장애	2018	50대	117
수면장애	2018	60대	142
수면장애	2018	70대	116
수면장애	2018	80대 이상	108
수면장애	2018	20대	20
수면장애	2018	30대	33
수면장애	2018	40대	73
수면장애	2018	50대	119
수면장애	2018	60대	164
수면장애	2018	70대	194
수면장애	2018	80대 이상	105
수면장애	2018	20대	13
수면장애	2018	30대	38
수면장애	2018	40대	69
수면장애	2018	50대	121
수면장애	2018	60대	159
수면장애	2018	70대	176
수면장애	2018	80대 이상	110
수면장애	2018	20대	12
수면장애	2018	30대	38
수면장애	2018	40대	63
수면장애	2018	50대	104
수면장애	2018	60대	146
수면장애	2018	70대	125
수면장애	2018	80대 이상	61
수면장애	2018	20대	25
수면장애	2018	30대	67
수면장애	2018	40대	87
수면장애	2018	50대	141
수면장애	2018	60대	103
수면장애	2018	70대	137
수면장애	2018	80대 이상	83
수면장애	2018	20대	17
수면장애	2018	30대	27
수면장애	2018	40대	35
수면장애	2018	50대	65
수면장애	2018	60대	67
수면장애	2018	70대	90
수면장애	2018	80대 이상	41
수면장애	2018	20대	14
수면장애	2018	30대	37
수면장애	2018	40대	42
수면장애	2018	50대	64
수면장애	2018	60대	42
수면장애	2018	70대	50
수면장애	2018	80대 이상	30
수면장애	2018	20대	10
수면장애	2018	30대	40
수면장애	2018	40대	51
수면장애	2018	50대	64
수면장애	2018	60대	67
수면장애	2018	70대	73
수면장애	2018	80대 이상	35
수면장애	2018	20대	21
수면장애	2018	30대	22
수면장애	2018	40대	33
수면장애	2018	50대	50
수면장애	2018	60대	63
수면장애	2018	70대	45
수면장애	2018	80대 이상	36
수면장애	2018	20대	12
수면장애	2018	30대	19
수면장애	2018	40대	38
수면장애	2018	50대	73
수면장애	2018	60대	78
수면장애	2018	70대	77
수면장애	2018	80대 이상	53
수면장애	2018	20대	84
수면장애	2018	30대	166
수면장애	2018	40대	275
수면장애	2018	50대	359
수면장애	2018	60대	339
수면장애	2018	70대	283
수면장애	2018	80대 이상	219
수면장애	2018	20대	139
수면장애	2018	30대	225
수면장애	2018	40대	292
수면장애	2018	50대	430
수면장애	2018	60대	364
수면장애	2018	70대	285
수면장애	2018	80대 이상	204
수면장애	2018	20대	185
수면장애	2018	30대	309
수면장애	2018	40대	434
수면장애	2018	50대	525
수면장애	2018	60대	412
수면장애	2018	70대	257
수면장애	2018	80대 이상	188
수면장애	2018	20대	112
수면장애	2018	30대	262
수면장애	2018	40대	303
수면장애	2018	50대	335
수면장애	2018	60대	302
수면장애	2018	70대	216
수면장애	2018	80대 이상	136
수면장애	2018	20대	119
수면장애	2018	30대	200
수면장애	2018	40대	312
수면장애	2018	50대	461
수면장애	2018	60대	445
수면장애	2018	70대	395
수면장애	2018	80대 이상	285
수면장애	2018	20대	60
수면장애	2018	30대	126
수면장애	2018	40대	242
수면장애	2018	50대	323
수면장애	2018	60대	342
수면장애	2018	70대	321
수면장애	2018	80대 이상	166
수면장애	2018	20대	15
수면장애	2018	30대	22
수면장애	2018	40대	39
수면장애	2018	50대	91
수면장애	2018	60대	116
수면장애	2018	70대	127
수면장애	2018	80대 이상	102
수면장애	2018	20대	10
수면장애	2018	30대	38
수면장애	2018	40대	55
수면장애	2018	50대	113
수면장애	2018	60대	187
수면장애	2018	70대	213
수면장애	2018	80대 이상	153
수면장애	2018	20대	10
수면장애	2018	30대	41
수면장애	2018	40대	69
수면장애	2018	50대	106
수면장애	2018	60대	137
수면장애	2018	70대	149
수면장애	2018	80대 이상	95
수면장애	2018	20대	21
수면장애	2018	30대	41
수면장애	2018	40대	43
수면장애	2018	50대	78
수면장애	2018	60대	67
수면장애	2018	70대	72
수면장애	2018	80대 이상	61
수면장애	2018	20대	43
수면장애	2018	30대	129
수면장애	2018	40대	166
수면장애	2018	50대	254
수면장애	2018	60대	217
수면장애	2018	70대	181
수면장애	2018	80대 이상	168
수면장애	2018	20대	12
수면장애	2018	30대	28
수면장애	2018	40대	46
수면장애	2018	50대	115
수면장애	2018	60대	115
수면장애	2018	70대	143
수면장애	2018	80대 이상	107
수면장애	2018	20대	62
수면장애	2018	30대	118
수면장애	2018	40대	157
수면장애	2018	50대	250
수면장애	2018	60대	310
수면장애	2018	70대	283
수면장애	2018	80대 이상	195
수면장애	2018	20대	15
수면장애	2018	30대	13
수면장애	2018	40대	60
수면장애	2018	50대	122
수면장애	2018	60대	171
수면장애	2018	70대	196
수면장애	2018	80대 이상	145
수면장애	2018	40대	0
수면장애	2018	50대	0
수면장애	2018	20대	130
수면장애	2018	30대	254
수면장애	2018	40대	401
수면장애	2018	50대	533
수면장애	2018	60대	428
수면장애	2018	70대	349
수면장애	2018	80대 이상	252
수면장애	2018	20대	284
수면장애	2018	30대	555
수면장애	2018	40대	690
수면장애	2018	50대	769
수면장애	2018	60대	486
수면장애	2018	70대	326
수면장애	2018	80대 이상	255
수면장애	2018	20대	57
수면장애	2018	30대	82
수면장애	2018	40대	110
수면장애	2018	50대	244
수면장애	2018	60대	268
수면장애	2018	70대	231
수면장애	2018	80대 이상	202
수면장애	2018	20대	56
수면장애	2018	30대	116
수면장애	2018	40대	175
수면장애	2018	50대	323
수면장애	2018	60대	363
수면장애	2018	70대	306
수면장애	2018	80대 이상	252
수면장애	2018	20대	152
수면장애	2018	30대	432
수면장애	2018	40대	514
수면장애	2018	50대	605
수면장애	2018	60대	505
수면장애	2018	70대	436
수면장애	2018	80대 이상	301
수면장애	2018	20대	109
수면장애	2018	30대	232
수면장애	2018	40대	313
수면장애	2018	50대	390
수면장애	2018	60대	359
수면장애	2018	70대	285
수면장애	2018	80대 이상	246
수면장애	2018	20대	65
수면장애	2018	30대	91
수면장애	2018	40대	140
수면장애	2018	50대	262
수면장애	2018	60대	297
수면장애	2018	70대	343
수면장애	2018	80대 이상	268
수면장애	2018	20대	25
수면장애	2018	30대	31
수면장애	2018	40대	75
수면장애	2018	50대	102
수면장애	2018	60대	70
수면장애	2018	70대	66
수면장애	2018	80대 이상	44
수면장애	2018	20대	79
수면장애	2018	30대	241
수면장애	2018	40대	313
수면장애	2018	50대	381
수면장애	2018	60대	342
수면장애	2018	70대	288
수면장애	2018	80대 이상	223
수면장애	2018	20대	20
수면장애	2018	30대	40
수면장애	2018	40대	69
수면장애	2018	50대	102
수면장애	2018	60대	150
수면장애	2018	70대	185
수면장애	2018	80대 이상	139
수면장애	2018	60대	0
수면장애	2018	20대	29
수면장애	2018	30대	47
수면장애	2018	40대	62
수면장애	2018	50대	157
수면장애	2018	60대	231
수면장애	2018	70대	313
수면장애	2018	80대 이상	297
수면장애	2018	20대	17
수면장애	2018	30대	18
수면장애	2018	40대	48
수면장애	2018	50대	94
수면장애	2018	60대	118
수면장애	2018	70대	152
수면장애	2018	80대 이상	80
수면장애	2018	20대	14
수면장애	2018	30대	25
수면장애	2018	40대	34
수면장애	2018	50대	55
수면장애	2018	60대	72
수면장애	2018	70대	104
수면장애	2018	80대 이상	107
수면장애	2018	20대	55
수면장애	2018	30대	98
수면장애	2018	40대	154
수면장애	2018	50대	232
수면장애	2018	60대	243
수면장애	2018	70대	280
수면장애	2018	80대 이상	241
수면장애	2018	20대	33
수면장애	2018	30대	75
수면장애	2018	40대	108
수면장애	2018	50대	178
수면장애	2018	60대	183
수면장애	2018	70대	245
수면장애	2018	80대 이상	177
수면장애	2018	20대	39
수면장애	2018	30대	79
수면장애	2018	40대	110
수면장애	2018	50대	205
수면장애	2018	60대	257
수면장애	2018	70대	242
수면장애	2018	80대 이상	153
수면장애	2018	20대	250
수면장애	2018	30대	397
수면장애	2018	40대	616
수면장애	2018	50대	872
수면장애	2018	60대	656
수면장애	2018	70대	532
수면장애	2018	80대 이상	265
수면장애	2018	20대	159
수면장애	2018	30대	345
수면장애	2018	40대	458
수면장애	2018	50대	559
수면장애	2018	60대	474
수면장애	2018	70대	402
수면장애	2018	80대 이상	202
수면장애	2018	20대	105
수면장애	2018	30대	289
수면장애	2018	40대	436
수면장애	2018	50대	534
수면장애	2018	60대	617
수면장애	2018	70대	512
수면장애	2018	80대 이상	260
수면장애	2018	20대	147
수면장애	2018	30대	216
수면장애	2018	40대	419
수면장애	2018	50대	659
수면장애	2018	60대	639
수면장애	2018	70대	620
수면장애	2018	80대 이상	363
수면장애	2018	20대	44
수면장애	2018	30대	88
수면장애	2018	40대	154
수면장애	2018	50대	245
수면장애	2018	60대	233
수면장애	2018	70대	220
수면장애	2018	80대 이상	157
수면장애	2018	20대	30
수면장애	2018	30대	49
수면장애	2018	40대	111
수면장애	2018	50대	168
수면장애	2018	60대	198
수면장애	2018	70대	202
수면장애	2018	80대 이상	169
수면장애	2018	20대	33
수면장애	2018	30대	90
수면장애	2018	40대	94
수면장애	2018	50대	201
수면장애	2018	60대	261
수면장애	2018	70대	281
수면장애	2018	80대 이상	204
수면장애	2018	20대	44
수면장애	2018	30대	93
수면장애	2018	40대	142
수면장애	2018	50대	190
수면장애	2018	60대	203
수면장애	2018	70대	199
수면장애	2018	80대 이상	114
수면장애	2018	20대	14
수면장애	2018	30대	16
수면장애	2018	40대	30
수면장애	2018	50대	54
수면장애	2018	60대	56
수면장애	2018	70대	75
수면장애	2018	80대 이상	52
수면장애	2018	20대	11
수면장애	2018	30대	24
수면장애	2018	40대	34
수면장애	2018	50대	57
수면장애	2018	60대	72
수면장애	2018	70대	88
수면장애	2018	80대 이상	71
수면장애	2018	20대	10
수면장애	2018	30대	15
수면장애	2018	40대	32
수면장애	2018	50대	61
수면장애	2018	60대	65
수면장애	2018	70대	103
수면장애	2018	80대 이상	68
수면장애	2018	20대	11
수면장애	2018	30대	23
수면장애	2018	40대	29
수면장애	2018	50대	67
수면장애	2018	60대	85
수면장애	2018	70대	85
수면장애	2018	80대 이상	76
수면장애	2018	20대	11
수면장애	2018	30대	14
수면장애	2018	40대	26
수면장애	2018	50대	55
수면장애	2018	60대	75
수면장애	2018	70대	95
수면장애	2018	80대 이상	48
수면장애	2018	20대	32
수면장애	2018	30대	25
수면장애	2018	40대	69
수면장애	2018	50대	119
수면장애	2018	60대	143
수면장애	2018	70대	179
수면장애	2018	80대 이상	128
수면장애	2018	20대	16
수면장애	2018	30대	55
수면장애	2018	40대	94
수면장애	2018	50대	137
수면장애	2018	60대	156
수면장애	2018	70대	176
수면장애	2018	80대 이상	124
수면장애	2018	20대	109
수면장애	2018	30대	245
수면장애	2018	40대	366
수면장애	2018	50대	438
수면장애	2018	60대	387
수면장애	2018	70대	317
수면장애	2018	80대 이상	180
수면장애	2018	20대	161
수면장애	2018	30대	260
수면장애	2018	40대	345
수면장애	2018	50대	455
수면장애	2018	60대	450
수면장애	2018	70대	354
수면장애	2018	80대 이상	168
수면장애	2018	20대	159
수면장애	2018	30대	262
수면장애	2018	40대	359
수면장애	2018	50대	465
수면장애	2018	60대	348
수면장애	2018	70대	283
수면장애	2018	80대 이상	193
수면장애	2018	20대	60
수면장애	2018	30대	129
수면장애	2018	40대	148
수면장애	2018	50대	201
수면장애	2018	60대	241
수면장애	2018	70대	257
수면장애	2018	80대 이상	163
수면장애	2018	20대	86
수면장애	2018	30대	154
수면장애	2018	40대	206
수면장애	2018	50대	360
수면장애	2018	60대	237
수면장애	2018	70대	182
수면장애	2018	80대 이상	108
수면장애	2018	20대	17
수면장애	2018	30대	31
수면장애	2018	40대	62
수면장애	2018	50대	91
수면장애	2018	60대	125
수면장애	2018	70대	185
수면장애	2018	80대 이상	120
수면장애	2018	20대	15
수면장애	2018	30대	7
수면장애	2018	40대	29
수면장애	2018	50대	48
수면장애	2018	60대	53
수면장애	2018	70대	73
수면장애	2018	80대 이상	63
수면장애	2018	20대	14
수면장애	2018	30대	22
수면장애	2018	40대	29
수면장애	2018	50대	52
수면장애	2018	60대	61
수면장애	2018	70대	72
수면장애	2018	80대 이상	37
수면장애	2018	20대	23
수면장애	2018	30대	38
수면장애	2018	40대	59
수면장애	2018	50대	138
수면장애	2018	60대	174
수면장애	2018	70대	171
수면장애	2018	80대 이상	121
수면장애	2018	20대	19
수면장애	2018	30대	39
수면장애	2018	40대	40
수면장애	2018	50대	76
수면장애	2018	60대	96
수면장애	2018	70대	144
수면장애	2018	80대 이상	90
수면장애	2018	20대	32
수면장애	2018	30대	39
수면장애	2018	40대	89
수면장애	2018	50대	120
수면장애	2018	60대	118
수면장애	2018	70대	162
수면장애	2018	80대 이상	97
수면장애	2018	20대	13
수면장애	2018	30대	32
수면장애	2018	40대	40
수면장애	2018	50대	83
수면장애	2018	60대	92
수면장애	2018	70대	174
수면장애	2018	80대 이상	150
수면장애	2018	20대	12
수면장애	2018	30대	39
수면장애	2018	40대	38
수면장애	2018	50대	70
수면장애	2018	60대	103
수면장애	2018	70대	163
수면장애	2018	80대 이상	92
수면장애	2018	20대	25
수면장애	2018	30대	61
수면장애	2018	40대	88
수면장애	2018	50대	166
수면장애	2018	60대	207
수면장애	2018	70대	232
수면장애	2018	80대 이상	184
수면장애	2018	20대	24
수면장애	2018	30대	58
수면장애	2018	40대	85
수면장애	2018	50대	138
수면장애	2018	60대	104
수면장애	2018	70대	135
수면장애	2018	80대 이상	84
수면장애	2018	20대	35
수면장애	2018	30대	83
수면장애	2018	40대	136
수면장애	2018	50대	163
수면장애	2018	60대	163
수면장애	2018	70대	187
수면장애	2018	80대 이상	117
수면장애	2018	20대	14
수면장애	2018	30대	24
수면장애	2018	40대	27
수면장애	2018	50대	59
수면장애	2018	60대	89
수면장애	2018	70대	80
수면장애	2018	80대 이상	56
수면장애	2018	20대	23
수면장애	2018	30대	53
수면장애	2018	40대	90
수면장애	2018	50대	145
수면장애	2018	60대	177
수면장애	2018	70대	216
수면장애	2018	80대 이상	135
수면장애	2018	20대	19
수면장애	2018	30대	39
수면장애	2018	40대	66
수면장애	2018	50대	74
수면장애	2018	60대	119
수면장애	2018	70대	186
수면장애	2018	80대 이상	117
수면장애	2018	20대	24
수면장애	2018	30대	61
수면장애	2018	40대	120
수면장애	2018	50대	128
수면장애	2018	60대	163
수면장애	2018	70대	211
수면장애	2018	80대 이상	121
수면장애	2018	20대	6
수면장애	2018	30대	23
수면장애	2018	40대	26
수면장애	2018	50대	75
수면장애	2018	60대	77
수면장애	2018	70대	113
수면장애	2018	80대 이상	91
수면장애	2018	20대	19
수면장애	2018	30대	27
수면장애	2018	40대	42
수면장애	2018	50대	88
수면장애	2018	60대	86
수면장애	2018	70대	130
수면장애	2018	80대 이상	72
수면장애	2018	20대	134
수면장애	2018	30대	270
수면장애	2018	40대	369
수면장애	2018	50대	556
수면장애	2018	60대	550
수면장애	2018	70대	337
수면장애	2018	80대 이상	170
수면장애	2018	20대	141
수면장애	2018	30대	263
수면장애	2018	40대	414
수면장애	2018	50대	625
수면장애	2018	60대	627
수면장애	2018	70대	410
수면장애	2018	80대 이상	210
수면장애	2018	20대	136
수면장애	2018	30대	239
수면장애	2018	40대	427
수면장애	2018	50대	691
수면장애	2018	60대	695
수면장애	2018	70대	637
수면장애	2018	80대 이상	373
수면장애	2018	20대	59
수면장애	2018	30대	136
수면장애	2018	40대	151
수면장애	2018	50대	227
수면장애	2018	60대	269
수면장애	2018	70대	262
