주상병명	진료년도	연령	진료인원(명)
수면장애	2022	30대	407
수면장애	2022	40대	553
수면장애	2022	50대	851
수면장애	2022	60대	1132
수면장애	2022	70대	910
수면장애	2022	80대 이상	638
수면장애	2022	20대	430
수면장애	2022	30대	660
수면장애	2022	40대	953
수면장애	2022	50대	1424
수면장애	2022	60대	1680
수면장애	2022	70대	1316
수면장애	2022	80대 이상	910
수면장애	2022	20대	489
수면장애	2022	30대	784
수면장애	2022	40대	1044
수면장애	2022	50대	1297
수면장애	2022	60대	1689
수면장애	2022	70대	1347
수면장애	2022	80대 이상	894
수면장애	2022	20대	390
수면장애	2022	30대	573
수면장애	2022	40대	719
수면장애	2022	50대	915
수면장애	2022	60대	1118
수면장애	2022	70대	785
수면장애	2022	80대 이상	631
수면장애	2022	20대	491
수면장애	2022	30대	966
수면장애	2022	40대	954
수면장애	2022	50대	1170
수면장애	2022	60대	1186
수면장애	2022	70대	904
수면장애	2022	80대 이상	732
수면장애	2022	20대	359
수면장애	2022	30대	689
수면장애	2022	40대	1068
수면장애	2022	50대	1542
수면장애	2022	60대	1763
수면장애	2022	70대	1214
수면장애	2022	80대 이상	659
수면장애	2022	20대	591
수면장애	2022	30대	1248
수면장애	2022	40대	1256
수면장애	2022	50대	1388
수면장애	2022	60대	1957
수면장애	2022	70대	1408
수면장애	2022	80대 이상	882
수면장애	2022	20대	342
수면장애	2022	30대	708
수면장애	2022	40대	814
수면장애	2022	50대	1204
수면장애	2022	60대	1691
수면장애	2022	70대	1167
수면장애	2022	80대 이상	644
수면장애	2022	20대	272
수면장애	2022	30대	437
수면장애	2022	40대	405
수면장애	2022	50대	743
수면장애	2022	60대	924
수면장애	2022	70대	594
수면장애	2022	80대 이상	303
수면장애	2022	20대	418
수면장애	2022	30대	939
수면장애	2022	40대	868
수면장애	2022	50대	1275
수면장애	2022	60대	1579
수면장애	2022	70대	1039
수면장애	2022	80대 이상	699
수면장애	2022	20대	510
수면장애	2022	30대	806
수면장애	2022	40대	733
수면장애	2022	50대	1084
수면장애	2022	60대	1347
수면장애	2022	70대	1208
수면장애	2022	80대 이상	737
수면장애	2022	20대	925
수면장애	2022	30대	1263
수면장애	2022	40대	917
수면장애	2022	50대	1144
수면장애	2022	60대	1564
수면장애	2022	70대	1287
수면장애	2022	80대 이상	764
수면장애	2022	20대	571
수면장애	2022	30대	1102
수면장애	2022	40대	1524
수면장애	2022	50대	1873
수면장애	2022	60대	1920
수면장애	2022	70대	1455
수면장애	2022	80대 이상	848
수면장애	2022	20대	1124
수면장애	2022	30대	2075
수면장애	2022	40대	2424
수면장애	2022	50대	2640
수면장애	2022	60대	2541
수면장애	2022	70대	2003
수면장애	2022	80대 이상	1120
수면장애	2022	20대	766
수면장애	2022	30대	1536
수면장애	2022	40대	1930
수면장애	2022	50대	2336
수면장애	2022	60대	2742
수면장애	2022	70대	1870
수면장애	2022	80대 이상	1077
수면장애	2022	20대	427
수면장애	2022	30대	836
수면장애	2022	40대	998
수면장애	2022	50대	1293
수면장애	2022	60대	1802
수면장애	2022	70대	1196
수면장애	2022	80대 이상	616
수면장애	2022	20대	43
수면장애	2022	30대	68
수면장애	2022	40대	74
수면장애	2022	50대	142
수면장애	2022	60대	207
수면장애	2022	70대	168
수면장애	2022	80대 이상	96
수면장애	2022	20대	75
수면장애	2022	30대	107
수면장애	2022	40대	223
수면장애	2022	50대	288
수면장애	2022	60대	425
수면장애	2022	70대	408
수면장애	2022	80대 이상	262
수면장애	2022	20대	49
수면장애	2022	30대	120
수면장애	2022	40대	131
수면장애	2022	50대	225
수면장애	2022	60대	309
수면장애	2022	70대	305
수면장애	2022	80대 이상	233
수면장애	2022	20대	61
수면장애	2022	30대	125
수면장애	2022	40대	198
수면장애	2022	50대	317
수면장애	2022	60대	556
수면장애	2022	70대	526
수면장애	2022	80대 이상	304
수면장애	2022	20대	290
수면장애	2022	30대	528
수면장애	2022	40대	637
수면장애	2022	50대	921
수면장애	2022	60대	1216
수면장애	2022	70대	991
수면장애	2022	80대 이상	631
수면장애	2022	20대	224
수면장애	2022	30대	329
수면장애	2022	40대	534
수면장애	2022	50대	738
수면장애	2022	60대	937
수면장애	2022	70대	839
수면장애	2022	80대 이상	473
수면장애	2022	20대	170
수면장애	2022	30대	268
수면장애	2022	40대	535
수면장애	2022	50대	807
수면장애	2022	60대	1076
수면장애	2022	70대	791
수면장애	2022	80대 이상	490
수면장애	2022	20대	130
수면장애	2022	30대	276
수면장애	2022	40대	334
수면장애	2022	50대	620
수면장애	2022	60대	903
수면장애	2022	70대	629
수면장애	2022	80대 이상	345
수면장애	2022	20대	276
수면장애	2022	30대	543
수면장애	2022	40대	954
수면장애	2022	50대	1463
수면장애	2022	60대	1773
수면장애	2022	70대	1233
수면장애	2022	80대 이상	888
수면장애	2022	20대	182
수면장애	2022	30대	397
수면장애	2022	40대	548
수면장애	2022	50대	812
수면장애	2022	60대	1143
수면장애	2022	70대	797
수면장애	2022	80대 이상	398
수면장애	2022	20대	164
수면장애	2022	30대	217
수면장애	2022	40대	385
수면장애	2022	50대	625
수면장애	2022	60대	956
수면장애	2022	70대	805
수면장애	2022	80대 이상	466
수면장애	2022	20대	79
수면장애	2022	30대	267
수면장애	2022	40대	398
수면장애	2022	50대	307
수면장애	2022	60대	453
수면장애	2022	70대	243
수면장애	2022	80대 이상	113
수면장애	2022	20대	135
수면장애	2022	30대	254
수면장애	2022	40대	428
수면장애	2022	50대	602
수면장애	2022	60대	742
수면장애	2022	70대	661
수면장애	2022	80대 이상	408
수면장애	2022	20대	153
수면장애	2022	30대	274
수면장애	2022	40대	357
수면장애	2022	50대	496
수면장애	2022	60대	774
수면장애	2022	70대	655
수면장애	2022	80대 이상	397
수면장애	2022	20대	117
수면장애	2022	30대	201
수면장애	2022	40대	287
수면장애	2022	50대	496
수면장애	2022	60대	735
수면장애	2022	70대	506
수면장애	2022	80대 이상	250
수면장애	2022	20대	98
수면장애	2022	30대	243
수면장애	2022	40대	484
수면장애	2022	50대	487
수면장애	2022	60대	533
수면장애	2022	70대	413
수면장애	2022	80대 이상	246
수면장애	2022	20대	91
수면장애	2022	30대	163
수면장애	2022	40대	193
수면장애	2022	50대	196
수면장애	2022	60대	211
수면장애	2022	70대	212
수면장애	2022	80대 이상	190
수면장애	2022	20대	227
수면장애	2022	30대	492
수면장애	2022	40대	693
수면장애	2022	50대	888
수면장애	2022	60대	1178
수면장애	2022	70대	966
수면장애	2022	80대 이상	599
수면장애	2022	20대	119
수면장애	2022	30대	168
수면장애	2022	40대	258
수면장애	2022	50대	464
수면장애	2022	60대	698
수면장애	2022	70대	540
수면장애	2022	80대 이상	335
수면장애	2022	20대	145
수면장애	2022	30대	194
수면장애	2022	40대	311
수면장애	2022	50대	411
수면장애	2022	60대	541
수면장애	2022	70대	419
수면장애	2022	80대 이상	396
수면장애	2022	20대	328
수면장애	2022	30대	500
수면장애	2022	40대	945
수면장애	2022	50대	1288
수면장애	2022	60대	1399
수면장애	2022	70대	1060
수면장애	2022	80대 이상	705
수면장애	2022	20대	307
수면장애	2022	30대	521
수면장애	2022	40대	1134
수면장애	2022	50대	1529
수면장애	2022	60대	1507
수면장애	2022	70대	1115
수면장애	2022	80대 이상	794
수면장애	2022	20대	361
수면장애	2022	30대	665
수면장애	2022	40대	1049
수면장애	2022	50대	1661
수면장애	2022	60대	1815
수면장애	2022	70대	1195
수면장애	2022	80대 이상	763
수면장애	2022	20대	161
수면장애	2022	30대	414
수면장애	2022	40대	623
수면장애	2022	50대	683
수면장애	2022	60대	848
수면장애	2022	70대	547
수면장애	2022	80대 이상	278
수면장애	2022	20대	111
수면장애	2022	30대	281
수면장애	2022	40대	389
수면장애	2022	50대	458
수면장애	2022	60대	462
수면장애	2022	70대	314
수면장애	2022	80대 이상	203
수면장애	2022	20대	38
수면장애	2022	30대	70
수면장애	2022	40대	120
수면장애	2022	50대	131
수면장애	2022	60대	194
수면장애	2022	70대	173
수면장애	2022	80대 이상	126
수면장애	2022	30대	0
수면장애	2022	40대	0
수면장애	2022	50대	0
수면장애	2022	60대	0
수면장애	2022	80대 이상	0
수면장애	2022	20대	442
수면장애	2022	30대	689
수면장애	2022	40대	809
수면장애	2022	50대	908
수면장애	2022	60대	1071
수면장애	2022	70대	785
수면장애	2022	80대 이상	515
수면장애	2022	20대	334
수면장애	2022	30대	667
수면장애	2022	40대	1142
수면장애	2022	50대	1236
수면장애	2022	60대	1199
수면장애	2022	70대	631
수면장애	2022	80대 이상	413
수면장애	2022	20대	503
수면장애	2022	30대	773
수면장애	2022	40대	1096
수면장애	2022	50대	1323
수면장애	2022	60대	1532
수면장애	2022	70대	1077
수면장애	2022	80대 이상	630
수면장애	2022	20대	439
수면장애	2022	30대	780
수면장애	2022	40대	979
수면장애	2022	50대	1469
수면장애	2022	60대	1862
수면장애	2022	70대	1185
수면장애	2022	80대 이상	769
수면장애	2022	20대	253
수면장애	2022	30대	434
수면장애	2022	40대	614
수면장애	2022	50대	971
수면장애	2022	60대	1034
수면장애	2022	70대	558
수면장애	2022	80대 이상	417
수면장애	2022	20대	496
수면장애	2022	30대	951
수면장애	2022	40대	1519
수면장애	2022	50대	1658
수면장애	2022	60대	1518
수면장애	2022	70대	816
수면장애	2022	80대 이상	502
수면장애	2022	20대	24
수면장애	2022	30대	34
수면장애	2022	40대	83
수면장애	2022	50대	140
수면장애	2022	60대	261
수면장애	2022	70대	221
수면장애	2022	80대 이상	171
수면장애	2022	20대	13
수면장애	2022	30대	26
수면장애	2022	40대	40
수면장애	2022	50대	76
수면장애	2022	60대	77
수면장애	2022	70대	58
수면장애	2022	80대 이상	41
수면장애	2022	20대	88
수면장애	2022	30대	123
수면장애	2022	40대	165
수면장애	2022	50대	221
수면장애	2022	60대	318
수면장애	2022	70대	289
수면장애	2022	80대 이상	222
수면장애	2022	20대	298
수면장애	2022	30대	402
수면장애	2022	40대	572
수면장애	2022	50대	666
수면장애	2022	60대	753
수면장애	2022	70대	513
수면장애	2022	80대 이상	342
수면장애	2022	20대	152
수면장애	2022	30대	243
수면장애	2022	40대	432
수면장애	2022	50대	484
수면장애	2022	60대	613
수면장애	2022	70대	520
수면장애	2022	80대 이상	352
수면장애	2022	20대	288
수면장애	2022	30대	539
수면장애	2022	40대	719
수면장애	2022	50대	963
수면장애	2022	60대	1089
수면장애	2022	70대	794
수면장애	2022	80대 이상	572
수면장애	2022	20대	296
수면장애	2022	30대	525
수면장애	2022	40대	809
수면장애	2022	50대	880
수면장애	2022	60대	701
수면장애	2022	70대	424
수면장애	2022	80대 이상	248
수면장애	2022	20대	166
수면장애	2022	30대	244
수면장애	2022	40대	473
수면장애	2022	50대	573
수면장애	2022	60대	911
수면장애	2022	70대	717
수면장애	2022	80대 이상	475
수면장애	2022	20대	180
수면장애	2022	30대	264
수면장애	2022	40대	489
수면장애	2022	50대	647
수면장애	2022	60대	860
수면장애	2022	70대	732
수면장애	2022	80대 이상	562
수면장애	2022	20대	481
수면장애	2022	30대	642
수면장애	2022	40대	933
수면장애	2022	50대	1237
수면장애	2022	60대	1389
수면장애	2022	70대	942
수면장애	2022	80대 이상	671
수면장애	2022	20대	328
수면장애	2022	30대	593
수면장애	2022	40대	838
수면장애	2022	50대	1038
수면장애	2022	60대	1079
수면장애	2022	70대	531
수면장애	2022	80대 이상	369
수면장애	2022	20대	125
수면장애	2022	30대	149
수면장애	2022	40대	302
수면장애	2022	50대	480
수면장애	2022	60대	497
수면장애	2022	70대	397
수면장애	2022	80대 이상	223
수면장애	2022	20대	98
수면장애	2022	30대	167
수면장애	2022	40대	290
수면장애	2022	50대	492
수면장애	2022	60대	605
수면장애	2022	70대	331
수면장애	2022	80대 이상	188
수면장애	2022	20대	165
수면장애	2022	30대	324
수면장애	2022	40대	511
수면장애	2022	50대	848
수면장애	2022	60대	782
수면장애	2022	70대	392
수면장애	2022	80대 이상	185
수면장애	2022	20대	77
수면장애	2022	30대	152
수면장애	2022	40대	336
수면장애	2022	50대	368
수면장애	2022	60대	549
수면장애	2022	70대	269
수면장애	2022	80대 이상	121
수면장애	2022	20대	94
수면장애	2022	30대	210
수면장애	2022	40대	383
수면장애	2022	50대	458
수면장애	2022	60대	396
수면장애	2022	70대	184
수면장애	2022	80대 이상	103
수면장애	2022	20대	122
수면장애	2022	30대	197
수면장애	2022	40대	381
수면장애	2022	50대	621
수면장애	2022	60대	600
수면장애	2022	70대	394
수면장애	2022	80대 이상	230
수면장애	2022	20대	261
수면장애	2022	30대	759
수면장애	2022	40대	1232
수면장애	2022	50대	1051
수면장애	2022	60대	1053
수면장애	2022	70대	601
수면장애	2022	80대 이상	381
수면장애	2022	20대	217
수면장애	2022	30대	360
수면장애	2022	40대	561
수면장애	2022	50대	877
수면장애	2022	60대	915
수면장애	2022	70대	637
수면장애	2022	80대 이상	486
수면장애	2022	20대	369
수면장애	2022	30대	736
수면장애	2022	40대	1016
수면장애	2022	50대	1309
수면장애	2022	60대	1425
수면장애	2022	70대	851
수면장애	2022	80대 이상	479
수면장애	2022	20대	215
수면장애	2022	30대	401
수면장애	2022	40대	514
수면장애	2022	50대	679
수면장애	2022	60대	810
수면장애	2022	70대	444
수면장애	2022	80대 이상	295
수면장애	2022	20대	368
수면장애	2022	30대	764
수면장애	2022	40대	1011
수면장애	2022	50대	1268
수면장애	2022	60대	994
수면장애	2022	70대	544
수면장애	2022	80대 이상	333
수면장애	2022	20대	228
수면장애	2022	30대	505
수면장애	2022	40대	568
수면장애	2022	50대	820
수면장애	2022	60대	1071
수면장애	2022	70대	661
수면장애	2022	80대 이상	348
수면장애	2022	20대	173
수면장애	2022	30대	418
수면장애	2022	40대	483
수면장애	2022	50대	704
수면장애	2022	60대	894
수면장애	2022	70대	598
수면장애	2022	80대 이상	375
수면장애	2022	20대	494
수면장애	2022	30대	934
수면장애	2022	40대	1378
수면장애	2022	50대	2113
수면장애	2022	60대	2039
수면장애	2022	70대	1421
수면장애	2022	80대 이상	1321
수면장애	2022	20대	421
수면장애	2022	30대	656
수면장애	2022	40대	1060
수면장애	2022	50대	1380
수면장애	2022	60대	1629
수면장애	2022	70대	1175
수면장애	2022	80대 이상	821
수면장애	2022	20대	153
수면장애	2022	30대	311
수면장애	2022	40대	388
수면장애	2022	50대	689
수면장애	2022	60대	903
수면장애	2022	70대	611
수면장애	2022	80대 이상	427
수면장애	2022	20대	230
수면장애	2022	30대	456
수면장애	2022	40대	587
수면장애	2022	50대	871
수면장애	2022	60대	1030
수면장애	2022	70대	557
수면장애	2022	80대 이상	440
수면장애	2022	20대	627
수면장애	2022	30대	1109
수면장애	2022	40대	1523
수면장애	2022	50대	2334
수면장애	2022	60대	3026
수면장애	2022	70대	1751
수면장애	2022	80대 이상	1120
수면장애	2022	40대	0
수면장애	2022	50대	0
수면장애	2022	60대	0
수면장애	2022	40대	0
수면장애	2022	60대	0
수면장애	2022	20대	176
수면장애	2022	30대	427
수면장애	2022	40대	572
수면장애	2022	50대	786
수면장애	2022	60대	960
수면장애	2022	70대	603
수면장애	2022	80대 이상	383
수면장애	2022	20대	480
수면장애	2022	30대	934
수면장애	2022	40대	1317
수면장애	2022	50대	1573
수면장애	2022	60대	1566
수면장애	2022	70대	996
수면장애	2022	80대 이상	788
수면장애	2022	20대	47
수면장애	2022	30대	108
수면장애	2022	40대	177
수면장애	2022	50대	286
수면장애	2022	60대	300
수면장애	2022	70대	255
수면장애	2022	80대 이상	155
수면장애	2022	50대	0
수면장애	2022	60대	0
수면장애	2022	20대	381
수면장애	2022	30대	545
수면장애	2022	40대	852
수면장애	2022	50대	1243
수면장애	2022	60대	1229
수면장애	2022	70대	693
수면장애	2022	80대 이상	535
수면장애	2022	20대	312
수면장애	2022	30대	559
수면장애	2022	40대	788
수면장애	2022	50대	1286
수면장애	2022	60대	1274
수면장애	2022	70대	538
수면장애	2022	80대 이상	337
수면장애	2022	20대	425
수면장애	2022	30대	861
수면장애	2022	40대	1201
수면장애	2022	50대	1641
수면장애	2022	60대	1740
수면장애	2022	70대	1232
수면장애	2022	80대 이상	974
수면장애	2022	40대	0
수면장애	2022	70대	0
수면장애	2022	20대	359
수면장애	2022	30대	642
수면장애	2022	40대	881
수면장애	2022	50대	1370
수면장애	2022	60대	1212
수면장애	2022	70대	707
수면장애	2022	80대 이상	614
수면장애	2022	20대	258
수면장애	2022	30대	414
수면장애	2022	40대	731
수면장애	2022	50대	1188
수면장애	2022	60대	1032
수면장애	2022	70대	739
수면장애	2022	80대 이상	741
수면장애	2022	20대	71
수면장애	2022	30대	142
수면장애	2022	40대	176
수면장애	2022	50대	280
수면장애	2022	60대	272
수면장애	2022	70대	167
수면장애	2022	80대 이상	155
수면장애	2022	20대	162
수면장애	2022	30대	292
수면장애	2022	40대	443
수면장애	2022	50대	613
수면장애	2022	60대	713
수면장애	2022	70대	447
수면장애	2022	80대 이상	272
수면장애	2022	20대	542
수면장애	2022	30대	1115
수면장애	2022	40대	2034
수면장애	2022	50대	2293
수면장애	2022	60대	2507
수면장애	2022	70대	1868
수면장애	2022	80대 이상	1179
수면장애	2022	20대	205
수면장애	2022	30대	436
수면장애	2022	40대	618
수면장애	2022	50대	675
수면장애	2022	60대	723
수면장애	2022	70대	457
수면장애	2022	80대 이상	278
수면장애	2022	20대	424
수면장애	2022	30대	890
수면장애	2022	40대	1247
수면장애	2022	50대	1632
수면장애	2022	60대	1456
수면장애	2022	70대	745
수면장애	2022	80대 이상	500
수면장애	2022	20대	191
수면장애	2022	30대	384
수면장애	2022	40대	523
수면장애	2022	50대	809
수면장애	2022	60대	1023
수면장애	2022	70대	656
수면장애	2022	80대 이상	535
수면장애	2022	20대	146
수면장애	2022	30대	242
수면장애	2022	40대	315
수면장애	2022	50대	557
수면장애	2022	60대	661
수면장애	2022	70대	385
수면장애	2022	80대 이상	244
수면장애	2022	20대	270
수면장애	2022	30대	714
수면장애	2022	40대	953
수면장애	2022	50대	959
수면장애	2022	60대	1146
수면장애	2022	70대	739
수면장애	2022	80대 이상	358
수면장애	2022	50대	0
수면장애	2022	80대 이상	0
수면장애	2022	20대	226
수면장애	2022	30대	401
수면장애	2022	40대	653
수면장애	2022	50대	921
수면장애	2022	60대	1106
수면장애	2022	70대	734
수면장애	2022	80대 이상	497
수면장애	2022	20대	380
수면장애	2022	30대	650
수면장애	2022	40대	1234
수면장애	2022	50대	1598
수면장애	2022	60대	1646
수면장애	2022	70대	1704
수면장애	2022	80대 이상	1329
수면장애	2022	20대	297
수면장애	2022	30대	591
수면장애	2022	40대	1071
수면장애	2022	50대	1428
수면장애	2022	60대	1537
수면장애	2022	70대	1632
수면장애	2022	80대 이상	1119
수면장애	2022	20대	373
수면장애	2022	30대	856
수면장애	2022	40대	1232
수면장애	2022	50대	1524
수면장애	2022	60대	1563
수면장애	2022	70대	1101
수면장애	2022	80대 이상	923
수면장애	2022	20대	164
수면장애	2022	30대	308
수면장애	2022	40대	482
수면장애	2022	50대	655
수면장애	2022	60대	717
수면장애	2022	70대	461
수면장애	2022	80대 이상	313
수면장애	2022	20대	105
수면장애	2022	30대	220
수면장애	2022	40대	369
수면장애	2022	50대	491
수면장애	2022	60대	611
수면장애	2022	70대	421
수면장애	2022	80대 이상	348
수면장애	2022	20대	304
수면장애	2022	30대	801
수면장애	2022	40대	1351
수면장애	2022	50대	1252
수면장애	2022	60대	1358
수면장애	2022	70대	932
수면장애	2022	80대 이상	592
수면장애	2022	20대	677
수면장애	2022	30대	1775
수면장애	2022	40대	2663
수면장애	2022	50대	2681
수면장애	2022	60대	2554
수면장애	2022	70대	1467
수면장애	2022	80대 이상	896
수면장애	2022	20대	300
수면장애	2022	30대	649
수면장애	2022	40대	1019
수면장애	2022	50대	1257
수면장애	2022	60대	1583
수면장애	2022	70대	1085
수면장애	2022	80대 이상	555
수면장애	2022	20대	155
수면장애	2022	30대	311
수면장애	2022	40대	581
수면장애	2022	50대	726
수면장애	2022	60대	798
수면장애	2022	70대	531
수면장애	2022	80대 이상	345
수면장애	2022	20대	99
수면장애	2022	30대	170
수면장애	2022	40대	262
수면장애	2022	50대	448
수면장애	2022	60대	570
수면장애	2022	70대	308
수면장애	2022	80대 이상	237
수면장애	2022	20대	58
수면장애	2022	30대	131
수면장애	2022	40대	248
수면장애	2022	50대	356
수면장애	2022	60대	569
수면장애	2022	70대	405
수면장애	2022	80대 이상	311
수면장애	2022	20대	32
수면장애	2022	30대	37
수면장애	2022	40대	69
수면장애	2022	50대	102
수면장애	2022	60대	178
수면장애	2022	70대	119
수면장애	2022	80대 이상	111
수면장애	2022	20대	33
수면장애	2022	30대	74
수면장애	2022	40대	121
수면장애	2022	50대	210
수면장애	2022	60대	332
수면장애	2022	70대	198
수면장애	2022	80대 이상	181
수면장애	2022	20대	75
수면장애	2022	30대	107
수면장애	2022	40대	203
수면장애	2022	50대	388
수면장애	2022	60대	635
수면장애	2022	70대	467
수면장애	2022	80대 이상	311
수면장애	2022	20대	209
수면장애	2022	30대	353
수면장애	2022	40대	551
수면장애	2022	50대	739
수면장애	2022	60대	909
수면장애	2022	70대	600
수면장애	2022	80대 이상	583
수면장애	2022	20대	203
수면장애	2022	30대	440
수면장애	2022	40대	604
수면장애	2022	50대	840
수면장애	2022	60대	976
수면장애	2022	70대	595
수면장애	2022	80대 이상	444
수면장애	2022	20대	121
수면장애	2022	30대	172
수면장애	2022	40대	358
수면장애	2022	50대	449
수면장애	2022	60대	648
수면장애	2022	70대	476
수면장애	2022	80대 이상	317
수면장애	2022	20대	48
수면장애	2022	30대	130
수면장애	2022	40대	225
수면장애	2022	50대	254
수면장애	2022	60대	355
수면장애	2022	70대	253
수면장애	2022	80대 이상	170
수면장애	2022	20대	20
수면장애	2022	30대	45
수면장애	2022	40대	94
수면장애	2022	50대	110
수면장애	2022	60대	201
수면장애	2022	70대	135
수면장애	2022	80대 이상	75
수면장애	2022	20대	48
수면장애	2022	30대	112
수면장애	2022	40대	148
수면장애	2022	50대	242
수면장애	2022	60대	271
수면장애	2022	70대	202
수면장애	2022	80대 이상	143
수면장애	2022	20대	28
수면장애	2022	30대	40
수면장애	2022	40대	93
수면장애	2022	50대	131
수면장애	2022	60대	178
수면장애	2022	70대	115
수면장애	2022	80대 이상	107
수면장애	2022	20대	27
수면장애	2022	30대	59
수면장애	2022	40대	96
수면장애	2022	50대	177
수면장애	2022	60대	261
수면장애	2022	70대	172
수면장애	2022	80대 이상	151
수면장애	2022	20대	25
수면장애	2022	30대	28
수면장애	2022	40대	63
수면장애	2022	50대	115
수면장애	2022	60대	272
수면장애	2022	70대	172
수면장애	2022	80대 이상	137
수면장애	2022	20대	28
수면장애	2022	30대	26
수면장애	2022	40대	81
수면장애	2022	50대	117
수면장애	2022	60대	246
수면장애	2022	70대	202
수면장애	2022	80대 이상	189
수면장애	2022	20대	20
수면장애	2022	30대	26
수면장애	2022	40대	72
수면장애	2022	50대	145
수면장애	2022	60대	254
수면장애	2022	70대	186
수면장애	2022	80대 이상	142
수면장애	2022	20대	16
수면장애	2022	30대	46
수면장애	2022	40대	94
수면장애	2022	50대	110
수면장애	2022	60대	191
수면장애	2022	70대	150
수면장애	2022	80대 이상	69
수면장애	2022	20대	35
수면장애	2022	30대	49
수면장애	2022	40대	99
수면장애	2022	50대	145
수면장애	2022	60대	195
수면장애	2022	70대	156
수면장애	2022	80대 이상	139
수면장애	2022	20대	18
수면장애	2022	30대	39
수면장애	2022	40대	46
수면장애	2022	50대	72
수면장애	2022	60대	107
수면장애	2022	70대	73
수면장애	2022	80대 이상	68
수면장애	2022	20대	21
수면장애	2022	30대	31
수면장애	2022	40대	39
수면장애	2022	50대	76
수면장애	2022	60대	105
수면장애	2022	70대	64
수면장애	2022	80대 이상	31
수면장애	2022	20대	16
수면장애	2022	30대	44
수면장애	2022	40대	65
수면장애	2022	50대	98
수면장애	2022	60대	138
수면장애	2022	70대	81
수면장애	2022	80대 이상	60
수면장애	2022	20대	12
수면장애	2022	30대	26
수면장애	2022	40대	42
수면장애	2022	50대	53
수면장애	2022	60대	86
수면장애	2022	70대	71
수면장애	2022	80대 이상	57
수면장애	2022	20대	12
수면장애	2022	30대	25
수면장애	2022	40대	41
수면장애	2022	50대	98
수면장애	2022	60대	135
수면장애	2022	70대	115
수면장애	2022	80대 이상	73
수면장애	2022	20대	125
수면장애	2022	30대	216
수면장애	2022	40대	346
수면장애	2022	50대	503
수면장애	2022	60대	577
수면장애	2022	70대	317
수면장애	2022	80대 이상	289
수면장애	2022	20대	150
수면장애	2022	30대	254
수면장애	2022	40대	344
수면장애	2022	50대	454
수면장애	2022	60대	569
수면장애	2022	70대	359
수면장애	2022	80대 이상	285
수면장애	2022	20대	248
수면장애	2022	30대	477
수면장애	2022	40대	637
수면장애	2022	50대	713
수면장애	2022	60대	687
수면장애	2022	70대	367
수면장애	2022	80대 이상	274
수면장애	2022	20대	170
수면장애	2022	30대	301
수면장애	2022	40대	440
수면장애	2022	50대	414
수면장애	2022	60대	498
수면장애	2022	70대	273
수면장애	2022	80대 이상	230
수면장애	2022	20대	143
수면장애	2022	30대	289
수면장애	2022	40대	428
수면장애	2022	50대	554
수면장애	2022	60대	700
수면장애	2022	70대	520
수면장애	2022	80대 이상	406
수면장애	2022	20대	81
수면장애	2022	30대	125
수면장애	2022	40대	234
수면장애	2022	50대	359
수면장애	2022	60대	510
수면장애	2022	70대	345
수면장애	2022	80대 이상	248
수면장애	2022	50대	0
수면장애	2022	20대	13
수면장애	2022	30대	20
수면장애	2022	40대	34
수면장애	2022	50대	90
수면장애	2022	60대	147
수면장애	2022	70대	131
수면장애	2022	80대 이상	133
수면장애	2022	20대	19
수면장애	2022	30대	33
수면장애	2022	40대	81
수면장애	2022	50대	126
수면장애	2022	60대	262
수면장애	2022	70대	228
수면장애	2022	80대 이상	194
수면장애	2022	20대	15
수면장애	2022	30대	25
수면장애	2022	40대	63
수면장애	2022	50대	109
수면장애	2022	60대	222
수면장애	2022	70대	171
수면장애	2022	80대 이상	145
수면장애	2022	20대	22
수면장애	2022	30대	42
수면장애	2022	40대	70
수면장애	2022	50대	83
수면장애	2022	60대	104
수면장애	2022	70대	75
수면장애	2022	80대 이상	64
수면장애	2022	20대	49
수면장애	2022	30대	141
수면장애	2022	40대	241
수면장애	2022	50대	295
수면장애	2022	60대	312
수면장애	2022	70대	178
수면장애	2022	80대 이상	153
수면장애	2022	20대	16
수면장애	2022	30대	16
수면장애	2022	40대	37
수면장애	2022	50대	98
수면장애	2022	60대	134
수면장애	2022	70대	89
수면장애	2022	80대 이상	116
수면장애	2022	20대	69
수면장애	2022	30대	130
수면장애	2022	40대	261
수면장애	2022	50대	361
수면장애	2022	60대	502
수면장애	2022	70대	316
수면장애	2022	80대 이상	248
수면장애	2022	20대	7
수면장애	2022	30대	19
수면장애	2022	40대	30
수면장애	2022	50대	126
수면장애	2022	60대	200
수면장애	2022	70대	173
수면장애	2022	80대 이상	180
수면장애	2022	20대	183
수면장애	2022	30대	319
수면장애	2022	40대	514
수면장애	2022	50대	622
수면장애	2022	60대	710
수면장애	2022	70대	436
수면장애	2022	80대 이상	327
수면장애	2022	20대	360
수면장애	2022	30대	713
수면장애	2022	40대	1038
수면장애	2022	50대	1038
수면장애	2022	60대	869
수면장애	2022	70대	470
수면장애	2022	80대 이상	289
수면장애	2022	20대	52
수면장애	2022	30대	95
수면장애	2022	40대	188
수면장애	2022	50대	285
수면장애	2022	60대	459
수면장애	2022	70대	379
수면장애	2022	80대 이상	308
수면장애	2022	20대	62
수면장애	2022	30대	91
수면장애	2022	40대	221
수면장애	2022	50대	331
수면장애	2022	60대	444
수면장애	2022	70대	339
수면장애	2022	80대 이상	323
수면장애	2022	20대	215
수면장애	2022	30대	473
수면장애	2022	40대	764
수면장애	2022	50대	827
